lon,lat,alt
74.457667,15.671406999999999,9.313225746154785e-10
74.457666731516,15.671406886683334,0.002233094535768032
74.45766686014059,15.671407035338783,0.005098977126181126
74.45766682279944,15.67140685119753,0.0016076471656560898
74.45766681563549,15.671406848025848,0.0029858481138944626
74.4576668641633,15.671406983913593,0.003303178586065769
74.45766678268782,15.6714068378678,0.0033010654151439667
74.45766684604388,15.671406962628252,0.0025704866275191307
74.45766685383475,15.671406899285904,0.0020112404599785805
74.45766681709301,15.671406897856297,0.002925809472799301
74.45766684573276,15.671406937210907,0.003397909924387932
74.45766683021543,15.671406917145179,0.002889729104936123
74.45766684722051,15.671406946566282,0.003349112346768379
74.45766682644079,15.67140687335202,0.003212312236428261
74.45766683515625,15.671406894224244,0.0030021537095308304
74.45766684737985,15.67140692054674,0.0021631531417369843
74.45766683712661,15.671406932628548,0.0008036065846681595
74.45766659803625,15.671406818392363,0.009624405764043331
74.45766612906706,15.671407100994365,7.469765841960907e-05
74.4576664363604,15.671407142672189,0.005289222113788128
74.45766672062501,15.67140678671849,0.007511681877076626
74.457666402761,15.671406669913475,0.003914304077625275
74.45766656596568,15.671406440890292,0.0032120635733008385
74.45766612238555,15.671406651888425,0.009109229780733585
74.4576660498135,15.671406498027283,0.0029264995828270912
74.45766557198783,15.67140645347317,0.0031226780265569687
74.45766516419376,15.671406276133139,0.013618240132927895
74.45766492706491,15.671406182066448,0.009214818477630615
74.45766459729268,15.671406064867115,0.01725069899111986
74.45766459352049,15.671406013375861,0.01602137740701437
74.4576642546699,15.671405542372574,0.0463555371388793
74.45766319902823,15.671405262418974,0.022739652544260025
74.45766269704828,15.671405080007684,0.05444966536015272
74.45766242814403,15.671404739611283,0.06502125412225723
74.45766196049166,15.67140400743527,0.05626331642270088
74.45766133167714,15.67140350673938,0.10063292272388935
74.45766057378324,15.671402918454913,0.07332599069923162
74.45765968652496,15.671402406430667,0.0581753496080637
74.45765891773809,15.671402036580142,0.07887943554669619
74.45765831938317,15.67140142194789,0.03884792793542147
74.45765728413507,15.67140104608055,0.07109185308218002
74.45765649007896,15.67140056398214,0.06096776947379112
74.45765564265943,15.67140007655181,0.07481726724654436
74.45765342117149,15.671398958468767,0.044704427011311054
74.45765221916184,15.671398264813252,0.07998984027653933
74.45765099517229,15.671397804209667,0.040857977233827114
74.45764841790837,15.671396576304028,0.09975277818739414
74.45764736688548,15.671395689487174,0.11193079873919487
74.45764535298522,15.671394389770347,0.11258505564182997
74.45764433487767,15.671393808012395,0.10091071389615536
74.45764363014874,15.671393174567715,0.038248833268880844
74.45764226701826,15.671392773297203,0.08575883135199547
74.457640991462,15.671391580722254,0.12831902038305998
74.45763974097736,15.671390561120084,0.21854826901108027
74.45763877213619,15.671389617231995,0.22853152081370354
74.45763757253246,15.671388476850277,0.1869604652747512
74.45763642819848,15.671387522543801,0.16985663771629333
74.45763555139466,15.671386555512237,0.11615839693695307
74.4576340233817,15.67138557037775,0.16337804589420557
74.45763151607694,15.671383883668796,0.1846281299367547
74.45762949753032,15.671381921289889,0.179433218203485
74.45762818329067,15.67138079745769,0.197248755954206
74.45762707033013,15.671379618452105,0.1603105617687106
74.4576259182716,15.67137849258018,0.20008016098290682
74.45762450112422,15.67137744995283,0.17810276430100203
74.45762331184662,15.671376493138967,0.17454431112855673
74.45762217552402,15.671375458696726,0.22530456818640232
74.4576209800548,15.67137432793485,0.23047935497015715
74.45761973817132,15.671373092399262,0.2607716377824545
74.45761863602516,15.671371840955263,0.21530416887253523
74.45761778307848,15.671370774031116,0.2536847712472081
74.45761649294987,15.671369625170618,0.22678332775831223
74.45761525970613,15.671368319839992,0.25567627884447575
74.4576142723687,15.671367108460323,0.23088007885962725
74.45761219329579,15.671365072078952,0.22602801863104105
