Latitude,Longitude,Timestamp
15.670937,74.457128,2025-03-24 10:37:09.100
15.670933,74.457127,2025-03-24 10:37:09.200
15.670932,74.457125,2025-03-24 10:37:09.300
15.67093,74.457123,2025-03-24 10:37:09.400
15.670928,74.457122,2025-03-24 10:37:09.500
15.670925,74.45712,2025-03-24 10:37:09.600
15.670923,74.457118,2025-03-24 10:37:09.700
15.670922,74.457117,2025-03-24 10:37:09.800
15.67092,74.457115,2025-03-24 10:37:09.900
15.670918,74.457112,2025-03-24 10:37:10.000
15.670917,74.45711,2025-03-24 10:37:10.100
15.670915,74.457107,2025-03-24 10:37:10.200
15.670913,74.457105,2025-03-24 10:37:10.300
15.670912,74.457102,2025-03-24 10:37:10.400
15.67091,74.4571,2025-03-24 10:37:10.500
15.670908,74.457098,2025-03-24 10:37:10.600
15.670905,74.457095,2025-03-24 10:37:10.700
15.670903,74.457093,2025-03-24 10:37:10.800
15.670903,74.457092,2025-03-24 10:37:10.900
15.670902,74.45709,2025-03-24 10:37:11.000
15.6709,74.457088,2025-03-24 10:37:11.100
15.670898,74.457085,2025-03-24 10:37:11.200
15.670895,74.457085,2025-03-24 10:37:11.300
15.670893,74.457083,2025-03-24 10:37:11.400
15.670892,74.457082,2025-03-24 10:37:11.500
15.67089,74.45708,2025-03-24 10:37:11.600
15.670888,74.457078,2025-03-24 10:37:11.700
15.670887,74.457077,2025-03-24 10:37:11.800
15.670885,74.457075,2025-03-24 10:37:11.900
15.670883,74.457073,2025-03-24 10:37:12.000
15.670882,74.457072,2025-03-24 10:37:12.100
15.67088,74.45707,2025-03-24 10:37:12.200
15.670878,74.457068,2025-03-24 10:37:12.300
15.670877,74.457067,2025-03-24 10:37:12.400
15.670875,74.457065,2025-03-24 10:37:12.500
15.670873,74.457063,2025-03-24 10:37:12.600
15.670872,74.457062,2025-03-24 10:37:12.700
15.67087,74.457058,2025-03-24 10:37:12.800
15.670868,74.457057,2025-03-24 10:37:12.900
15.670867,74.457055,2025-03-24 10:37:13.000
15.670865,74.457053,2025-03-24 10:37:13.100
15.670863,74.457052,2025-03-24 10:37:13.200
15.670862,74.45705,2025-03-24 10:37:13.300
15.67086,74.457048,2025-03-24 10:37:13.400
15.670858,74.457048,2025-03-24 10:37:13.500
15.670857,74.457047,2025-03-24 10:37:13.600
15.670855,74.457045,2025-03-24 10:37:13.700
15.670853,74.457042,2025-03-24 10:37:13.800
15.670852,74.45704,2025-03-24 10:37:13.900
15.67085,74.457038,2025-03-24 10:37:14.000
15.670848,74.457037,2025-03-24 10:37:14.100
15.670847,74.457033,2025-03-24 10:37:14.200
15.670845,74.457032,2025-03-24 10:37:14.300
15.670843,74.457028,2025-03-24 10:37:14.400
15.670843,74.457027,2025-03-24 10:37:14.500
15.670842,74.457025,2025-03-24 10:37:14.600
15.67084,74.457023,2025-03-24 10:37:14.700
15.670838,74.457022,2025-03-24 10:37:14.800
15.670837,74.457018,2025-03-24 10:37:14.900
15.670835,74.457017,2025-03-24 10:37:15.000
15.670835,74.457015,2025-03-24 10:37:15.100
15.670833,74.457013,2025-03-24 10:37:15.200
15.670832,74.457012,2025-03-24 10:37:15.300
